t,S,E,I,R,V
311,0.0003773758683843985,4.152308063390233,7.415152965205571,13.369959734852468,1945.5986225945376
312,0.00037991544510402664,4.1489943741488355,7.317205316964993,13.183414186031506,1940.6433054240379
313,0.0003799877303235545,4.1457932085690254,7.221401294085357,12.999503950706682,1935.6967089410575
314,0.0003810618911367787,4.1426974397525616,7.12769459127271,12.818195941474576,1930.7589151598925
315,0.000381977367238187,4.13970469229937,7.036039882541718,12.639457380648087,1925.8300035828872
316,0.0003805963532115075,4.1368136856177085,6.946392801378946,12.463255800335306,1920.9100512557266
317,0.0003835543689678058,4.134014478995225,6.858709921574621,12.289559042407747,1915.999132821573
318,0.0003856422407592475,4.131309086798578,6.772948737022012,12.118335258362224,1911.0973205740859
319,0.00038379974704196625,4.128697480529306,6.689067643491676,11.949552909080053,1906.2046845093482
320,0.00038555112566514656,4.126169149392574,6.6070259205171,11.78318076448736,1901.321292376718
321,0.00038443656150778004,4.123727666543447,6.526783712097675,11.619187903120281,1896.4472097286177
322,0.00038909057813759485,4.121361606039061,6.448302010257106,11.457543711598422,1891.582499969303
323,0.000386357754512657,4.1190814256596955,6.371542635863271,11.298217884010269,1886.7272244026053
324,0.0003863547550465152,4.116874399684219,6.296468223626309,11.141180421213846,1881.8814422786868
325,0.00038786301484787874,4.114739224846485,6.2230422036969095,10.986401630055832,1877.0452108398215
326,0.0003902586802753352,4.112674086954778,6.151228785773453,10.833852122512514,1872.218585365222
327,0.0003874127346499143,4.1106827582691405,6.080992942684282,10.683502814755558,1867.4016192149295
328,0.00038818259920371095,4.108754102238014,6.012300395544645,10.535324926145671,1862.5943638727801
329,0.000390544745247746,4.106887939505148,5.945117597032793,10.389289978157159,1857.7968689884826
330,0.00039033683463417603,4.105086302840933,5.879411716605405,10.245369793236184,1853.0091824188085
331,0.0003950008342156648,4.103339690939993,5.815150626256568,10.103536493595607,1848.2313502679183
332,0.00039055676964715186,4.101660093888416,5.7523028843433055,9.96376249994899,1843.4634169268406
333,0.0003940503212438993,4.100028540791462,5.690837723776275,9.826020530186476,1838.705425112126
334,0.0003932495995663025,4.098455403679072,5.630725035112668,9.690283597995203,1833.957415903683
335,0.00039434549457317906,4.096932692750991,5.571935355088093,9.556525011426602,1829.2194287818181
336,0.0003971357645386098,4.095458871419996,5.514439851955172,9.4247183714131,1824.4915016634939
337,0.0003958590613560745,4.094038020262858,5.458210312315305,9.294837570236467,1819.7736709378266
338,0.0003971331018369102,4.092661896063059,5.403219129042778,9.166856789950241,1815.0659715008278
339,0.0003979208832238611,4.091331964800924,5.349439287540274,9.040750500758397,1810.3684367894155
340,0.00040009778967530624,4.090044832048975,5.296844354014267,8.916493459352365,1805.6810988147026
341,0.00039939017075072845,4.088803303194266,5.245408462760861,8.794060707208557,1801.0039881945822
342,0.0004025853883940469,4.087599170876911,5.195106305069628,8.673427568848389,1796.3371341856223
343,0.0004051117991036702,4.086435634476771,5.145913116440438,8.554569650062822,1791.680564714277
344,0.0004039284029786547,4.085314408270477,5.097804665752941,8.437462836103359,1787.0343064074445
345,0.00040300638033309187,4.084230238108873,5.050757244311815,8.322083289841196,1782.3983846223675
346,0.0004057415533185863,4.083178487859605,5.004747654479457,8.208407449896493,1777.772823475901
347,0.0004073691717477805,4.0821627235789215,4.95975319852694,8.096412028739556,1773.1576458731577
348,0.0004077847642937627,4.081181890661235,4.915751668707695,7.986074010765392,1768.5528735355333
349,0.0004063825992785622,4.080235474307341,4.872721336663072,7.877370650343501,1763.9585270281448
350,0.00040868912738754095,4.079316864472338,4.8306409436207804,7.770279469844407,1759.3746257866762
351,0.0004083802978843279,4.078431338203315,4.789489689579158,7.664778257644478,1754.8011881436555
352,0.0004072672997060139,4.077576071711405,4.749247224575945,7.560845066110515,1750.2382313541593
353,0.0004098540500678329,4.076745581993953,4.709893638897829,7.458458209565629,1745.6857716209806
354,0.0004139233639350345,4.075941140016841,4.671409453282318,7.35759626223771,1741.143824119243
355,0.00041175043614763977,4.075169556094012,4.633775609838094,7.25823805619193,1736.6124030204967
356,0.00041296796559532953,4.074420312570489,4.596973464243208,7.160362679248496,1732.0915215162925
357,0.00041400122938910726,4.073696129269546,4.560984775447632,7.063949472887096,1727.5811918412503
358,0.0004181089544368632,4.072992920638595,4.525791698093632,6.968978030139054,1723.0814252956313
359,0.0004160383372708987,4.07231914076117,4.491376773130926,6.875428193468557,1718.5922322674237
360,0.00041845067598869374,4.071663355172406,4.457722921221051,6.783280052644,1714.1136222539558
361,0.0004198929168887252,4.071030270252105,4.424813432849677,6.692513942600627,1709.645603883031
362,0.0004174087170280837,4.070422120368622,4.392631961368171,6.603110441295505,1705.1881849336248
363,0.00042174959471245817,4.069827455328609,4.36116251583309,6.515050367555871,1700.7413723561228
364,0.00042079291778365297,4.069257723458101,4.330389451564078,6.428314778921892,1696.3051722921227
365,0.00042287519157407325,4.068703935330748,4.300297464938557,6.342884969484755,1691.87959009381
